Date,Channel,Sessions,Pageviews,Conversions,Revenue
2024-04-06,Direct,1666,4269,24,2015.94
2024-04-06,Referral,166,426,4,322.38
2024-04-06,Email,666,1718,16,1398.8
2024-04-06,Paid Search,1937,3646,49,4319.37
2024-04-06,Paid Social,2087,5869,46,3975.32
2024-04-07,Organic Search,2678,6385,40,3507.32
2024-04-07,Direct,1530,3885,22,1883.79
2024-04-07,Referral,153,414,3,258.39
2024-04-07,Email,612,1398,15,1299.3
2024-04-07,Paid Search,1832,4589,49,4145.46
2024-04-07,Paid Social,1066,2766,22,1785.84
2024-04-08,Organic Search,4113,8941,61,5371.61
2024-04-08,Direct,2350,6416,35,2957.21
2024-04-08,Referral,235,586,5,396.44
2024-04-08,Email,940,2700,23,2032.96
2024-04-08,Paid Search,3084,7114,87,7659.59
2024-04-08,Paid Social,1969,4047,44,3705.48
2024-04-09,Organic Search,3522,9126,52,4431.83
2024-04-09,Direct,2012,5520,30,2732.17
2024-04-09,Referral,201,528,5,435.38
2024-04-09,Email,805,1888,20,1691.63
2024-04-09,Paid Search,2858,5724,83,6935.93
2024-04-09,Paid Social,1506,3916,36,3233.26
2024-04-10,Organic Search,3764,9145,56,4561.83
2024-04-10,Direct,2151,5827,32,2697.94
2024-04-10,Referral,215,527,5,418.6
2024-04-10,Email,860,2049,21,1751.98
2024-04-10,Paid Search,2625,6358,70,6115.08
2024-04-10,Paid Social,1259,3381,25,2136.76
2024-04-11,Organic Search,3483,8972,52,4489.2
2024-04-11,Direct,1990,5174,29,2423.4
2024-04-11,Referral,199,521,4,350.43
2024-04-11,Email,796,2028,19,1628.88
2024-04-11,Paid Search,2627,7511,71,6201.4
2024-04-11,Paid Social,1742,4075,34,2857.46
2024-04-12,Organic Search,3160,8128,47,4074.6
2024-04-12,Direct,1805,4523,27,2193.17
2024-04-12,Referral,180,417,4,339.36
2024-04-12,Email,722,1545,18,1497.53
2024-04-12,Paid Search,2116,5389,55,4638.92
2024-04-12,Paid Social,2045,5269,45,3924.24
2024-04-13,Organic Search,3285,7763,49,3965.76
2024-04-13,Direct,1877,4238,28,2346.24
2024-04-13,Referral,187,514,4,347.53
2024-04-13,Email,750,1884,18,1659.35
2024-04-13,Paid Search,1881,4891,52,4843.5
2024-04-13,Paid Social,1983,4771,43,3650.37
2024-04-14,Organic Search,2784,7857,41,3413.84
2024-04-14,Direct,1590,3807,23,1905.73
2024-04-14,Referral,159,366,3,249.46
2024-04-14,Email,636,1620,15,1170.06
2024-04-14,Paid Search,1807,4227,47,3952.03
2024-04-14,Paid Social,1871,5044,43,3908.86
2024-04-15,Organic Search,3101,7462,46,4040.57
2024-04-15,Direct,1772,4605,26,2325.4
2024-04-15,Referral,177,459,4,337.53
2024-04-15,Email,708,1541,17,1428.79
2024-04-15,Paid Search,2457,6460,71,5777.16
2024-04-15,Paid Social,2095,5442,46,3932.85
2024-04-16,Organic Search,2998,7800,44,3777.14
2024-04-16,Direct,1713,4185,25,2203.67
2024-04-16,Referral,171,414,4,320.9
2024-04-16,Email,685,1642,17,1420.29
2024-04-16,Paid Search,3153,8292,77,6623.17
2024-04-16,Paid Social,1396,2993,35,2747.96
2024-04-17,Organic Search,3740,9429,56,4701.12
2024-04-17,Direct,2137,5496,32,2522.94
2024-04-17,Referral,213,523,5,414.25
2024-04-17,Email,854,2061,21,1833.48
2024-04-17,Paid Search,3301,9076,90,7870.7
2024-04-17,Paid Social,2888,7782,54,4460.46
2024-04-18,Organic Search,3830,9687,57,4804.59
2024-04-18,Direct,2188,5192,32,2516.01
2024-04-18,Referral,218,526,5,425.2
2024-04-18,Email,875,2031,21,1834.86
2024-04-18,Paid Search,3177,7192,90,7697.02
2024-04-18,Paid Social,1857,4849,43,3625.83
2024-04-19,Organic Search,3299,8258,49,3833.37
2024-04-19,Direct,1885,4901,28,2477.38
2024-04-19,Referral,188,447,4,354.26
2024-04-19,Email,754,1822,18,1525.9
2024-04-19,Paid Search,2300,5865,65,5792.6
2024-04-19,Paid Social,1771,3750,39,3395.59
2024-04-20,Organic Search,2704,6346,40,3410.74
2024-04-20,Direct,1545,3825,23,1973.02
2024-04-20,Referral,154,382,3,255.32
2024-04-20,Email,618,1661,15,1237.4
2024-04-20,Paid Search,1294,3155,43,3750.84
2024-04-20,Paid Social,1352,3524,25,2036.47
2024-04-21,Organic Search,3322,9332,49,4182.11
2024-04-21,Direct,1898,5565,28,2323.01
2024-04-21,Referral,189,440,4,342.22
2024-04-21,Email,759,1939,18,1514.63
2024-04-21,Paid Search,2203,5339,63,5221.53
2024-04-21,Paid Social,2139,5671,38,3251.23
2024-04-22,Organic Search,3068,8078,46,4030.62
2024-04-22,Direct,1753,3293,26,2385.59
2024-04-22,Referral,175,439,4,347.79
2024-04-22,Email,701,1645,17,1460.51
2024-04-22,Paid Search,2333,5732,60,5146.25
2024-04-22,Paid Social,1565,3712,30,2655.91
2024-04-23,Organic Search,3536,7492,53,4441.22
2024-04-23,Direct,2021,5104,30,2548.84
2024-04-23,Referral,202,438,5,407.87
2024-04-23,Email,808,2312,20,1684.28
2024-04-23,Paid Search,3961,9638,110,9656.43
2024-04-23,Paid Social,1766,4809,43,3693.18
2024-04-24,Organic Search,3587,9546,53,4515.95
2024-04-24,Direct,2049,5444,30,2607.46
2024-04-24,Referral,204,527,5,442.12
2024-04-24,Email,819,1835,20,1635.97
2024-04-24,Paid Search,3024,8008,73,6248.66
2024-04-24,Paid Social,1715,4431,41,3532.44
2024-04-25,Organic Search,3518,7867,52,4669.18
2024-04-25,Direct,2010,5512,30,2593.33
2024-04-25,Referral,201,487,5,438.1
2024-04-25,Email,804,1762,20,1609.3
2024-04-25,Paid Search,2944,6660,81,6798.61
2024-04-25,Paid Social,1756,4531,38,3161.54
2024-04-26,Organic Search,2842,6468,42,3823.17
2024-04-26,Direct,1624,4217,24,2122.35
2024-04-26,Referral,162,416,4,321.12
2024-04-26,Email,649,1693,16,1355.22
2024-04-26,Paid Search,1998,5047,52,4318.44
2024-04-26,Paid Social,1655,4001,35,3127.86
2024-04-27,Organic Search,3111,8826,46,4088.58
2024-04-27,Direct,1778,3969,26,2091.09
2024-04-27,Referral,177,456,4,322.42
2024-04-27,Email,711,1337,17,1480.99
2024-04-27,Paid Search,1695,4777,50,4427.88
2024-04-27,Paid Social,1659,4578,33,2761.9
2024-04-28,Organic Search,2950,7894,44,3698.26
2024-04-28,Direct,1686,4057,25,2065.2
2024-04-28,Referral,168,468,4,349.41
2024-04-28,Email,674,1415,16,1456.87
2024-04-28,Paid Search,2270,6244,61,4856.97
2024-04-28,Paid Social,1567,4146,33,2594.77
2024-04-29,Organic Search,3672,10407,55,4863.52
2024-04-29,Direct,2098,5135,31,2677.87
2024-04-29,Referral,209,480,5,430.68
2024-04-29,Email,839,2196,20,1600.71
2024-04-29,Paid Search,3057,7952,84,7231.4
2024-04-29,Paid Social,2448,5592,51,4592.17
2024-04-30,Organic Search,2786,8271,41,3355.69
2024-04-30,Direct,1592,3846,23,1926.97
2024-04-30,Referral,159,363,3,249.77
2024-04-30,Email,636,1543,15,1219.96
2024-04-30,Paid Search,2605,7434,69,5822.57
2024-04-30,Paid Social,1332,3467,33,2961.71
2024-05-01,Organic Search,3589,9295,53,4565.81
2024-05-01,Direct,2051,5060,30,2597.97
2024-05-01,Referral,205,504,5,425.1
2024-05-01,Email,820,1978,20,1615.3
2024-05-01,Paid Search,2738,7275,86,7454.21
2024-05-01,Paid Social,1942,4688,37,3126.73
2024-05-02,Organic Search,3527,8694,52,4607.23
2024-05-02,Direct,2015,5473,30,2667.08
2024-05-02,Referral,201,543,5,438.85
2024-05-02,Email,806,1803,20,1835.46
2024-05-02,Paid Search,3379,7956,92,8219.22
2024-05-02,Paid Social,1511,3709,34,2992.72
2024-05-03,Organic Search,3018,6556,45,3528.45
2024-05-03,Direct,1724,4359,25,2243.68
2024-05-03,Referral,172,464,4,304.19
2024-05-03,Email,689,1645,17,1442.14
2024-05-03,Paid Search,1739,4748,55,4691.21
2024-05-03,Paid Social,1549,3884,39,3344.08
2024-05-04,Organic Search,2973,7364,44,3739.07
2024-05-04,Direct,1699,3970,25,2095.95
2024-05-04,Referral,169,367,4,352.95
2024-05-04,Email,679,1650,16,1355.8
2024-05-04,Paid Search,2076,4471,61,5316.66
2024-05-04,Paid Social,1305,3328,30,2526.1
2024-05-05,Organic Search,2707,6752,40,3665.26
2024-05-05,Direct,1547,3667,23,2067.88
2024-05-05,Referral,154,352,3,248.97
2024-05-05,Email,618,1416,15,1239.18
2024-05-05,Paid Search,2343,6441,67,5691.59
2024-05-05,Paid Social,2185,4718,43,3544.02
2024-05-06,Organic Search,2628,6245,39,3413.2
2024-05-06,Direct,1502,4275,22,1922.62
2024-05-06,Referral,150,388,3,253.69
2024-05-06,Email,600,1675,15,1209.05
2024-05-06,Paid Search,1732,3778,49,4431.2
2024-05-06,Paid Social,1848,4581,34,2836.7
2024-05-07,Organic Search,3767,9017,56,4733.34
2024-05-07,Direct,2152,5450,32,2697.0
2024-05-07,Referral,215,571,5,414.27
2024-05-07,Email,861,2258,21,1749.04
2024-05-07,Paid Search,2956,7208,85,7690.49
2024-05-07,Paid Social,2165,5300,48,4014.15
2024-05-08,Organic Search,3676,8653,55,4874.01
2024-05-08,Direct,2100,4821,31,2651.11
2024-05-08,Referral,210,518,5,406.53
2024-05-08,Email,840,2253,21,1797.32
2024-05-08,Paid Search,3245,8725,78,6259.52
2024-05-08,Paid Social,2676,6517,59,4947.21
2024-05-09,Organic Search,3699,9172,55,4589.65
2024-05-09,Direct,2114,3701,31,2711.81
2024-05-09,Referral,211,522,5,428.31
2024-05-09,Email,845,2421,21,1761.46
2024-05-09,Paid Search,2795,7668,76,6177.91
2024-05-09,Paid Social,2265,6394,55,4674.37
2024-05-10,Organic Search,3150,8617,47,4022.25
2024-05-10,Direct,1800,4367,27,2289.32
2024-05-10,Referral,180,454,4,334.21
2024-05-10,Email,720,1686,18,1539.5
2024-05-10,Paid Search,1777,3830,52,4102.5
2024-05-10,Paid Social,1723,3956,39,3373.69
2024-05-11,Organic Search,2801,5848,42,3497.48
2024-05-11,Direct,1600,3715,24,1985.18
2024-05-11,Referral,160,383,4,345.06
2024-05-11,Email,640,1582,16,1277.6
2024-05-11,Paid Search,1836,4606,51,4551.44
2024-05-11,Paid Social,1788,4841,37,3149.94
2024-05-12,Organic Search,2984,8577,44,3805.67
2024-05-12,Direct,1705,3939,25,2104.22
2024-05-12,Referral,170,462,4,325.94
2024-05-12,Email,682,1661,17,1425.2
2024-05-12,Paid Search,1721,4712,43,3579.68
2024-05-12,Paid Social,2236,6086,46,3880.37
2024-05-13,Organic Search,3354,7829,50,4271.65
2024-05-13,Direct,1917,5383,28,2336.6
2024-05-13,Referral,191,506,4,346.56
2024-05-13,Email,766,1776,19,1598.08
2024-05-13,Paid Search,2717,7396,75,6735.56
2024-05-13,Paid Social,1502,4169,29,2518.07
2024-05-14,Organic Search,4800,11793,72,6113.1
2024-05-14,Direct,2743,6711,41,3719.52
2024-05-14,Referral,274,744,6,551.03
2024-05-14,Email,1097,2715,27,2147.82
2024-05-14,Paid Search,3586,7378,112,9073.17
2024-05-14,Paid Social,1860,4854,41,3585.31
2024-05-15,Organic Search,3329,8848,49,4309.35
2024-05-15,Direct,1902,5260,28,2344.16
2024-05-15,Referral,190,519,4,356.34
2024-05-15,Email,761,1781,19,1659.41
2024-05-15,Paid Search,3511,8912,107,9037.79
2024-05-15,Paid Social,1821,4607,34,2968.32
2024-05-16,Organic Search,4283,10820,64,5462.5
2024-05-16,Direct,2447,6358,36,2949.37
2024-05-16,Referral,244,574,6,492.1
2024-05-16,Email,979,2156,24,2018.24
2024-05-16,Paid Search,3116,8321,86,6863.01
2024-05-16,Paid Social,1990,4986,47,4069.78
2024-05-17,Organic Search,3732,9393,55,4653.77
2024-05-17,Direct,2132,5097,31,2667.15
2024-05-17,Referral,213,589,5,414.98
2024-05-17,Email,853,2027,21,1797.21
2024-05-17,Paid Search,2548,6988,76,6067.87
2024-05-17,Paid Social,1124,2985,26,2176.17
2024-05-18,Organic Search,2765,5985,41,3520.4
2024-05-18,Direct,1580,4213,23,1962.38
2024-05-18,Referral,158,355,3,260.3
2024-05-18,Email,632,1478,15,1262.41
2024-05-18,Paid Search,1998,5372,54,4546.1
2024-05-18,Paid Social,1218,2876,28,2356.0
2024-05-19,Organic Search,2644,6723,39,3420.94
2024-05-19,Direct,1511,3739,22,1927.27
2024-05-19,Referral,151,348,3,269.52
2024-05-19,Email,604,1621,15,1321.06
2024-05-19,Paid Search,1490,4062,36,3077.98
2024-05-19,Paid Social,1449,3691,28,2237.93
2024-05-20,Organic Search,3633,8795,54,4501.27
2024-05-20,Direct,2076,5188,31,2635.83
2024-05-20,Referral,207,533,5,432.3
2024-05-20,Email,830,2158,20,1684.25
2024-05-20,Paid Search,2861,7391,74,6198.8
2024-05-20,Paid Social,2019,4542,43,3779.19
2024-05-21,Organic Search,2767,7307,41,3538.92
2024-05-21,Direct,1581,4113,23,2047.29
2024-05-21,Referral,158,391,3,259.99
2024-05-21,Email,632,1434,15,1259.98
2024-05-21,Paid Search,2776,7881,86,7051.95
2024-05-21,Paid Social,1447,3844,30,2661.33
2024-05-22,Organic Search,4254,9724,63,5456.37
2024-05-22,Direct,2430,5805,36,3010.97
2024-05-22,Referral,243,720,6,499.82
2024-05-22,Email,972,2575,24,2077.15
2024-05-22,Paid Search,2930,7981,80,6825.7
2024-05-22,Paid Social,3052,7987,67,5472.26
2024-05-23,Organic Search,3190,8888,47,3999.01
2024-05-23,Direct,1822,4044,27,2294.61
2024-05-23,Referral,182,394,4,309.95
2024-05-23,Email,729,1653,18,1608.38
2024-05-23,Paid Search,2664,6267,73,6589.4
2024-05-23,Paid Social,1621,4347,37,3332.24
2024-05-24,Organic Search,3300,8307,49,4157.58
2024-05-24,Direct,1885,4906,28,2344.82
2024-05-24,Referral,188,470,4,344.37
2024-05-24,Email,754,1947,18,1508.89
2024-05-24,Paid Search,2444,6029,66,5780.23
2024-05-24,Paid Social,1994,4905,41,3313.42
2024-05-25,Organic Search,3165,7228,47,3939.63
2024-05-25,Direct,1808,4375,27,2217.82
2024-05-25,Referral,180,403,4,324.73
2024-05-25,Email,723,1898,18,1488.36
2024-05-25,Paid Search,2286,5352,72,6466.78
2024-05-25,Paid Social,1248,2932,26,2315.97
2024-05-26,Organic Search,3011,7401,45,3877.23
2024-05-26,Direct,1720,4205,25,2123.95
2024-05-26,Referral,172,414,4,346.18
2024-05-26,Email,688,1684,17,1452.35
2024-05-26,Paid Search,1701,4733,53,4713.51
2024-05-26,Paid Social,1758,4078,41,3448.79
2024-05-27,Organic Search,3578,8900,53,4226.81
2024-05-27,Direct,2044,4747,30,2575.76
2024-05-27,Referral,204,546,5,430.74
2024-05-27,Email,817,2118,20,1645.87
2024-05-27,Paid Search,2260,5708,73,5834.23
2024-05-27,Paid Social,2112,5437,41,3375.98
2024-05-28,Organic Search,2659,6659,39,3147.72
2024-05-28,Direct,1519,3625,22,1846.99
2024-05-28,Referral,151,408,3,260.66
2024-05-28,Email,607,1403,15,1281.63
2024-05-28,Paid Search,2438,5931,67,5441.74
2024-05-28,Paid Social,979,2263,20,1628.04
2024-05-29,Organic Search,3645,9730,54,4603.29
2024-05-29,Direct,2083,5209,31,2634.66
2024-05-29,Referral,208,539,5,452.84
2024-05-29,Email,833,2194,20,1622.0
2024-05-29,Paid Search,3334,8211,95,7994.5
2024-05-29,Paid Social,1490,3669,32,2746.94
2024-05-30,Organic Search,3274,8260,49,4280.88
2024-05-30,Direct,1871,4389,28,2242.81
2024-05-30,Referral,187,450,4,341.38
2024-05-30,Email,748,1882,18,1572.73
2024-05-30,Paid Search,2767,7317,69,5597.06
2024-05-30,Paid Social,1922,4990,45,3689.09
2024-05-31,Organic Search,3079,7742,46,3943.48
2024-05-31,Direct,1759,4394,26,2133.83
2024-05-31,Referral,175,402,4,331.2
2024-05-31,Email,703,1820,17,1466.08
2024-05-31,Paid Search,2313,5776,71,5609.82
2024-05-31,Paid Social,1563,4838,31,2569.19
2024-06-01,Organic Search,2996,7531,44,3743.6
2024-06-01,Direct,1712,3774,25,2162.71
2024-06-01,Referral,171,485,4,334.5
2024-06-01,Email,685,1604,17,1510.75
2024-06-01,Paid Search,1788,4033,45,3910.84
2024-06-01,Paid Social,1754,4795,44,3882.52
2024-06-02,Organic Search,2312,6091,34,2732.09
2024-06-02,Direct,1321,3120,19,1580.36
2024-06-02,Referral,132,302,3,269.62
2024-06-02,Email,528,1067,13,1118.71
2024-06-02,Paid Search,1618,4054,46,3814.19
2024-06-02,Paid Social,1517,3541,29,2298.02
2024-06-03,Organic Search,2631,6454,39,3174.62
2024-06-03,Direct,1503,3916,22,2045.0
2024-06-03,Referral,150,364,3,248.39
2024-06-03,Email,601,1460,15,1280.2
2024-06-03,Paid Search,2103,5461,54,4762.02
2024-06-03,Paid Social,2075,5531,52,4349.01
2024-06-04,Organic Search,3382,9677,50,4227.25
2024-06-04,Direct,1932,4576,28,2351.13
2024-06-04,Referral,193,467,4,348.61
2024-06-04,Email,773,1543,19,1666.47
2024-06-04,Paid Search,2631,7434,70,5758.43
2024-06-04,Paid Social,1671,3912,40,3212.17
2024-06-05,Organic Search,3575,8590,53,4454.96
2024-06-05,Direct,2042,4976,30,2604.82
2024-06-05,Referral,204,510,5,420.39
2024-06-05,Email,817,1919,20,1641.12
2024-06-05,Paid Search,3940,9793,103,8495.55
2024-06-05,Paid Social,2492,6379,47,3879.84
2024-06-06,Organic Search,3048,7760,45,3807.48
2024-06-06,Direct,1742,4456,26,2076.88
2024-06-06,Referral,174,413,4,336.36
2024-06-06,Email,696,1886,17,1479.89
2024-06-06,Paid Search,2659,7323,71,6163.75
2024-06-06,Paid Social,964,2286,18,1518.79
2024-06-07,Organic Search,3428,8798,51,4368.59
2024-06-07,Direct,1958,4648,29,2504.11
2024-06-07,Referral,195,453,4,340.69
2024-06-07,Email,783,1738,19,1643.9
2024-06-07,Paid Search,2077,4699,55,4828.69
2024-06-07,Paid Social,2031,4761,47,4085.88
2024-06-08,Organic Search,1852,4596,27,2281.2
2024-06-08,Direct,1058,3011,15,1340.67
2024-06-08,Referral,105,273,2,163.85
2024-06-08,Email,423,1089,10,844.0
2024-06-08,Paid Search,1326,3057,35,2939.78
2024-06-08,Paid Social,1034,2630,21,1876.54
2024-06-09,Organic Search,2525,5897,37,2843.77
2024-06-09,Direct,1443,3445,21,1678.69
2024-06-09,Referral,144,342,3,252.46
2024-06-09,Email,577,1418,14,1231.09
2024-06-09,Paid Search,1496,3829,44,3634.45
2024-06-09,Paid Social,1328,3729,26,2032.62
2024-06-10,Organic Search,3108,7102,46,3939.45
2024-06-10,Direct,1776,4629,26,2243.6
2024-06-10,Referral,177,436,4,342.4
2024-06-10,Email,710,2053,17,1397.08
2024-06-10,Paid Search,2650,6303,68,5867.23
2024-06-10,Paid Social,1964,4634,50,4197.28
2024-06-11,Organic Search,2612,6643,39,3085.45
2024-06-11,Direct,1492,3894,22,1708.13
2024-06-11,Referral,149,375,3,256.85
2024-06-11,Email,597,1607,14,1186.12
2024-06-11,Paid Search,2601,5405,73,6053.97
2024-06-11,Paid Social,1296,3551,25,2029.84
2024-06-12,Organic Search,3921,9917,58,5105.92
2024-06-12,Direct,2241,5267,33,2835.64
2024-06-12,Referral,224,630,5,450.21
2024-06-12,Email,896,2360,22,1969.5
2024-06-12,Paid Search,3092,8329,94,7556.63
2024-06-12,Paid Social,1158,2903,23,1970.18
2024-06-13,Organic Search,2957,7001,44,3823.52
2024-06-13,Direct,1689,4391,25,2103.24
2024-06-13,Referral,168,459,4,336.7
2024-06-13,Email,675,1544,16,1365.6
2024-06-13,Paid Search,2747,6770,74,6551.42
2024-06-13,Paid Social,1061,2687,22,1968.27
2024-06-14,Organic Search,2626,6690,39,3363.54
2024-06-14,Direct,1500,3464,22,1848.82
2024-06-14,Referral,150,387,3,236.6
2024-06-14,Email,600,1477,15,1336.97
2024-06-14,Paid Search,2003,5170,53,4374.2
2024-06-14,Paid Social,1743,4233,28,2444.58
2024-06-15,Organic Search,2294,6262,34,2812.56
2024-06-15,Direct,1311,3001,19,1670.34
2024-06-15,Referral,131,323,3,252.31
2024-06-15,Email,524,1315,13,1098.03
2024-06-15,Paid Search,1681,4275,46,4074.9
2024-06-15,Paid Social,910,2449,20,1752.11
2024-06-16,Organic Search,2455,5790,36,2911.26
2024-06-16,Direct,1403,3720,21,1766.31
2024-06-16,Referral,140,405,3,250.31
2024-06-16,Email,561,1505,14,1177.3
2024-06-16,Paid Search,2101,5252,63,5295.52
2024-06-16,Paid Social,1684,4079,33,2923.64
2024-06-17,Organic Search,3251,8665,48,4307.14
2024-06-17,Direct,1858,4765,27,2231.46
2024-06-17,Referral,185,465,4,326.98
2024-06-17,Email,743,1753,18,1543.23
2024-06-17,Paid Search,2435,6699,69,6123.13
2024-06-17,Paid Social,1859,4842,43,3756.57
2024-06-18,Organic Search,3393,7754,50,4196.85
2024-06-18,Direct,1939,4900,29,2412.81
2024-06-18,Referral,193,514,4,330.76
2024-06-18,Email,775,1914,19,1652.76
2024-06-18,Paid Search,2641,6786,71,5865.25
2024-06-18,Paid Social,1706,4063,40,3376.84
2024-06-19,Organic Search,3545,10217,53,4753.08
2024-06-19,Direct,2025,4750,30,2568.98
2024-06-19,Referral,202,505,5,413.01
2024-06-19,Email,810,2006,20,1696.82
2024-06-19,Paid Search,2775,7133,80,6595.29
2024-06-19,Paid Social,1786,4097,40,3509.74
2024-06-20,Organic Search,3282,7496,49,4157.01
2024-06-20,Direct,1875,3993,28,2376.83
2024-06-20,Referral,187,463,4,326.97
2024-06-20,Email,750,1796,18,1449.13
2024-06-20,Paid Search,2416,6667,62,5536.92
2024-06-20,Paid Social,1955,5081,43,3828.55
2024-06-21,Organic Search,2971,7050,44,3933.65
2024-06-21,Direct,1697,4209,25,2118.12
2024-06-21,Referral,169,377,4,338.94
2024-06-21,Email,679,1903,16,1393.26
2024-06-21,Paid Search,2132,5176,62,4780.42
2024-06-21,Paid Social,1297,3242,28,2387.13
2024-06-22,Organic Search,2402,6686,36,3024.94
2024-06-22,Direct,1372,3488,20,1766.8
2024-06-22,Referral,137,403,3,257.13
2024-06-22,Email,549,1363,13,1092.61
2024-06-22,Paid Search,1664,3742,47,3929.35
2024-06-22,Paid Social,1464,3766,30,2622.37
2024-06-23,Organic Search,2466,6346,36,3022.14
2024-06-23,Direct,1409,3338,21,1694.78
2024-06-23,Referral,140,345,3,270.75
2024-06-23,Email,563,1487,14,1214.17
2024-06-23,Paid Search,1752,4216,47,4220.41
2024-06-23,Paid Social,1119,2534,23,1852.69
2024-06-24,Organic Search,2495,6367,37,3067.22
2024-06-24,Direct,1425,3759,21,1763.73
2024-06-24,Referral,142,326,3,239.86
2024-06-24,Email,570,1394,14,1185.12
2024-06-24,Paid Search,2152,4889,56,4956.31
2024-06-24,Paid Social,1443,3144,35,3001.33
2024-06-25,Organic Search,2745,7278,41,3470.44
2024-06-25,Direct,1568,4070,23,2016.41
2024-06-25,Referral,156,346,3,242.07
2024-06-25,Email,627,1607,15,1260.72
2024-06-25,Paid Search,2387,6383,62,5042.92
2024-06-25,Paid Social,1629,3447,38,3168.0
2024-06-26,Organic Search,3228,8029,48,4385.54
2024-06-26,Direct,1845,4995,27,2281.44
2024-06-26,Referral,184,450,4,332.26
